399	1	APA_P02SU	1	1	1	20	0	0	1	1	4	128	
398	1	APA_P02SU	1	1	1	59	0	1	1	3	11	129	
397	1	APA_P02SU	1	1	1	19	0	2	1	1	3	130	
396	1	APA_P02SU	1	1	1	60	0	3	1	3	12	131	
395	1	APA_P02SU	1	1	1	18	0	4	1	1	2	132	
394	1	APA_P02SU	1	1	1	61	0	5	1	3	13	133	
393	1	APA_P02SU	1	1	1	17	0	6	1	1	1	134	
392	1	APA_P02SU	1	1	1	62	0	7	1	3	14	135	
391	1	APA_P02SU	1	1	1	16	0	8	1	1	0	136	
390	1	APA_P02SU	1	1	1	63	0	9	1	3	15	137	
389	1	APA_P02SU	1	1	1	4	0	10	1	0	4	138	
388	1	APA_P02SU	1	1	1	43	0	11	1	2	11	139	
387	1	APA_P02SU	1	1	1	3	0	12	1	0	3	140	
386	1	APA_P02SU	1	1	1	44	0	13	1	2	12	141	
385	1	APA_P02SU	1	1	1	2	0	14	1	0	2	142	
384	1	APA_P02SU	1	1	1	45	0	15	1	2	13	143	
383	1	APA_P02SU	1	1	1	1	0	16	1	0	1	144	
382	1	APA_P02SU	1	1	1	46	0	17	1	2	14	145	
381	1	APA_P02SU	1	1	1	0	0	18	1	0	0	146	
380	1	APA_P02SU	1	1	1	47	0	19	1	2	15	147	
379	1	APA_P02SU	1	1	1	68	0	20	1	4	4	148	
378	1	APA_P02SU	1	1	1	107	0	21	1	6	11	149	
377	1	APA_P02SU	1	1	1	67	0	22	1	4	3	150	
376	1	APA_P02SU	1	1	1	108	0	23	1	6	12	151	
375	1	APA_P02SU	1	1	1	66	0	24	1	4	2	152	
374	1	APA_P02SU	1	1	1	109	0	25	1	6	13	153	
373	1	APA_P02SU	1	1	1	65	0	26	1	4	1	154	
372	1	APA_P02SU	1	1	1	110	0	27	1	6	14	155	
371	1	APA_P02SU	1	1	1	64	0	28	1	4	0	156	
370	1	APA_P02SU	1	1	1	111	0	29	1	6	15	157	
369	1	APA_P02SU	1	1	1	84	0	30	1	5	4	158	
368	1	APA_P02SU	1	1	1	123	0	31	1	7	11	159	
367	1	APA_P02SU	1	1	1	83	0	32	1	5	3	160	
366	1	APA_P02SU	1	1	1	124	0	33	1	7	12	161	
365	1	APA_P02SU	1	1	1	82	0	34	1	5	2	162	
364	1	APA_P02SU	1	1	1	125	0	35	1	7	13	163	
363	1	APA_P02SU	1	1	1	81	0	36	1	5	1	164	
362	1	APA_P02SU	1	1	1	126	0	37	1	7	14	165	
361	1	APA_P02SU	1	1	1	80	0	38	1	5	0	166	
360	1	APA_P02SU	1	1	1	127	0	39	1	7	15	167	
800	1	APA_P02SU	1	1	1	25	1	0	1	1	9	168	
801	1	APA_P02SU	1	1	1	54	1	1	1	3	6	169	
802	1	APA_P02SU	1	1	1	24	1	2	1	1	8	170	
803	1	APA_P02SU	1	1	1	55	1	3	1	3	7	171	
804	1	APA_P02SU	1	1	1	23	1	4	1	1	7	172	
805	1	APA_P02SU	1	1	1	56	1	5	1	3	8	173	
806	1	APA_P02SU	1	1	1	22	1	6	1	1	6	174	
807	1	APA_P02SU	1	1	1	57	1	7	1	3	9	175	
808	1	APA_P02SU	1	1	1	21	1	8	1	1	5	176	
809	1	APA_P02SU	1	1	1	58	1	9	1	3	10	177	
810	1	APA_P02SU	1	1	1	9	1	10	1	0	9	178	
811	1	APA_P02SU	1	1	1	38	1	11	1	2	6	179	
812	1	APA_P02SU	1	1	1	8	1	12	1	0	8	180	
813	1	APA_P02SU	1	1	1	39	1	13	1	2	7	181	
814	1	APA_P02SU	1	1	1	7	1	14	1	0	7	182	
815	1	APA_P02SU	1	1	1	40	1	15	1	2	8	183	
